Unnamed: 0,Year,Week,cases,incidence_per_100000,CCC,epi_stages
0,1930,1,178,3.12,178,Initial
1,1930,2,442,7.74,620,Initial
2,1930,3,490,8.58,1110,Pre-peak
3,1930,4,628,11,1738,Pre-peak
4,1930,5,864,15.13,2602,Pre-peak
5,1930,6,943,16.51,3545,Pre-peak
6,1930,7,954,16.7,4499,Pre-peak
7,1930,8,1151,20.15,5650,Pre-peak
8,1930,9,1433,25.09,7083,Peak
9,1930,10,1514,26.51,8597,Peak
10,1930,11,1805,31.61,10402,Peak
11,1930,12,1901,33.29,12303,Peak
12,1930,13,2173,38.05,14476,Peak
13,1930,14,2216,38.8,16692,Peak
14,1930,15,2524,44.2,19216,Peak
15,1930,16,1766,30.92,20982,Peak
16,1930,17,2399,42.01,23381,Peak
17,1930,18,2053,35.95,25434,Peak
18,1930,19,2114,37.02,27548,Peak
19,1930,20,2033,35.6,29581,Peak
20,1930,21,2221,38.89,31802,Peak
21,1930,22,1977,34.62,33779,Peak
22,1930,23,1934,33.86,35713,Peak
23,1930,24,1470,25.74,37183,Peak
24,1930,25,1186,20.77,38369,Post_peak
25,1930,26,924,16.18,39293,Post_peak
26,1930,27,665,11.64,39958,Post_peak
27,1930,28,552,9.67,40510,Post_peak
28,1930,29,326,5.71,40836,Post_peak
29,1930,30,181,3.17,41017,Receding
30,1930,31,158,2.77,41175,Receding
31,1930,32,84,1.47,41259,Receding
32,1930,33,85,1.49,41344,Receding
33,1930,34,59,1.03,41403,Receding
34,1930,35,44,0.77,41447,Receding
35,1930,36,40,0.7,41487,Receding
36,1930,37,47,0.82,41534,Receding
37,1930,38,41,0.72,41575,Receding
38,1930,39,56,0.98,41631,Receding
39,1930,40,67,1.17,41698,Receding
40,1930,41,62,1.09,41760,Receding
41,1930,42,123,2.15,41883,Receding
42,1930,43,86,1.51,41969,Receding
43,1930,44,131,2.29,42100,Receding
44,1930,45,109,1.91,42209,Receding
45,1930,46,94,1.65,42303,Receding
46,1930,47,117,2.05,42420,Receding
47,1930,48,188,3.29,42608,Receding
48,1930,49,255,4.47,42863,Post_peak
49,1930,50,221,3.87,43084,Receding
50,1930,51,223,3.9,43307,Receding
51,1930,52,109,1.91,43416,Receding
52,1931,1,272,4.67,272,Initial
53,1931,2,363,6.23,635,Initial
54,1931,3,546,9.38,1181,Pre-peak
55,1931,4,509,8.74,1690,Pre-peak
56,1931,5,676,11.61,2366,Pre-peak
57,1931,6,809,13.89,3175,Pre-peak
58,1931,7,996,17.1,4171,Peak
59,1931,8,939,16.12,5110,Peak
60,1931,9,1205,20.69,6315,Peak
61,1931,10,1256,21.57,7571,Peak
62,1931,11,1378,23.66,8949,Peak
63,1931,12,1796,30.84,10745,Peak
64,1931,13,1273,21.86,12018,Peak
65,1931,14,1532,26.3,13550,Peak
66,1931,15,1461,25.09,15011,Peak
67,1931,16,1558,26.75,16569,Peak
68,1931,17,1297,22.27,17866,Peak
69,1931,18,1309,22.48,19175,Peak
70,1931,19,1174,20.16,20349,Peak
71,1931,20,1110,19.06,21459,Peak
72,1931,21,899,15.44,22358,Peak
73,1931,22,935,16.05,23293,Peak
74,1931,23,730,12.53,24023,Post_peak
75,1931,24,502,8.62,24525,Post_peak
76,1931,25,393,6.75,24918,Post_peak
77,1931,26,269,4.62,25187,Post_peak
78,1931,27,232,3.98,25419,Post_peak
79,1931,28,159,2.73,25578,Receding
80,1931,29,148,2.54,25726,Receding
81,1931,30,90,1.55,25816,Receding
82,1931,31,60,1.03,25876,Receding
83,1931,32,53,0.91,25929,Receding
84,1931,33,29,0.5,25958,Receding
85,1931,34,49,0.84,26007,Receding
86,1931,35,57,0.98,26064,Receding
87,1931,36,39,0.67,26103,Receding
88,1931,37,73,1.25,26176,Receding
89,1931,38,37,0.64,26213,Receding
90,1931,39,54,0.93,26267,Receding
91,1931,40,71,1.22,26338,Receding
92,1931,41,72,1.24,26410,Receding
93,1931,42,68,1.17,26478,Receding
94,1931,43,108,1.85,26586,Receding
95,1931,44,168,2.88,26754,Receding
96,1931,45,104,1.79,26858,Receding
97,1931,46,181,3.11,27039,Post_peak
98,1931,47,116,1.99,27155,Receding
99,1931,48,187,3.21,27342,Post_peak
100,1931,49,146,2.51,27488,Receding
101,1931,50,99,1.7,27587,Receding
102,1931,51,43,0.74,27630,Receding
103,1931,52,177,3.04,27807,Receding
104,1933,1,98,1.64,98,Initial
105,1933,2,108,1.81,206,Initial
106,1933,3,182,3.05,388,Initial
107,1933,4,233,3.91,621,Initial
108,1933,5,312,5.23,933,Initial
109,1933,6,363,6.09,1296,Pre-peak
110,1933,7,449,7.53,1745,Pre-peak
111,1933,8,719,12.06,2464,Peak
112,1933,9,911,15.28,3375,Peak
113,1933,10,985,16.52,4360,Peak
114,1933,11,1146,19.22,5506,Peak
115,1933,12,1378,23.11,6884,Peak
116,1933,13,1272,21.33,8156,Peak
117,1933,14,1219,20.44,9375,Peak
118,1933,15,1220,20.46,10595,Peak
119,1933,16,1229,20.61,11824,Peak
120,1933,17,1315,22.05,13139,Peak
121,1933,18,1329,22.29,14468,Peak
122,1933,19,1388,23.28,15856,Peak
123,1933,20,1221,20.48,17077,Peak
124,1933,21,1255,21.05,18332,Peak
125,1933,22,1128,18.92,19460,Peak
126,1933,23,1274,21.37,20734,Peak
127,1933,24,771,12.93,21505,Peak
128,1933,25,558,9.36,22063,Post_peak
129,1933,26,534,8.96,22597,Post_peak
130,1933,27,343,5.75,22940,Post_peak
131,1933,28,347,5.82,23287,Post_peak
132,1933,29,177,2.97,23464,Post_peak
133,1933,30,169,2.83,23633,Post_peak
134,1933,31,106,1.78,23739,Receding
135,1933,32,97,1.63,23836,Receding
136,1933,33,48,0.8,23884,Receding
137,1933,34,70,1.17,23954,Receding
138,1933,35,43,0.72,23997,Receding
139,1933,36,40,0.67,24037,Receding
140,1933,37,74,1.24,24111,Receding
141,1933,38,119,2,24230,Receding
142,1933,39,71,1.19,24301,Receding
143,1933,40,134,2.25,24435,Receding
144,1933,41,108,1.81,24543,Receding
145,1933,42,208,3.49,24751,Post_peak
146,1933,43,193,3.24,24944,Post_peak
147,1933,44,169,2.83,25113,Post_peak
148,1933,45,139,2.33,25252,Post_peak
149,1933,46,172,2.88,25424,Post_peak
150,1933,47,126,2.11,25550,Receding
151,1933,48,162,2.72,25712,Post_peak
152,1933,49,167,2.8,25879,Post_peak
153,1933,50,137,2.3,26016,Receding
154,1933,51,209,3.5,26225,Post_peak
155,1933,52,326,5.47,26551,Post_peak
156,1934,1,390,6.44,390,Initial
157,1934,2,635,10.48,1025,Pre-peak
158,1934,3,339,5.59,1364,Pre-peak
159,1934,4,763,12.59,2127,Pre-peak
160,1934,5,1129,18.63,3256,Peak
161,1934,6,1187,19.59,4443,Peak
162,1934,7,1340,22.11,5783,Peak
163,1934,8,1154,19.04,6937,Peak
164,1934,9,1570,25.91,8507,Peak
165,1934,10,1491,24.6,9998,Peak
166,1934,11,1363,22.49,11361,Peak
167,1934,12,1158,19.11,12519,Peak
168,1934,13,798,13.17,13317,Peak
169,1934,14,828,13.66,14145,Peak
170,1934,15,688,11.35,14833,Post_peak
171,1934,16,942,15.54,15775,Peak
172,1934,17,751,12.39,16526,Post_peak
173,1934,18,930,15.35,17456,Peak
174,1934,19,731,12.06,18187,Post_peak
175,1934,20,746,12.31,18933,Post_peak
176,1934,21,1119,18.47,20052,Peak
177,1934,22,448,7.39,20500,Post_peak
178,1934,23,879,14.5,21379,Peak
179,1934,24,942,15.54,22321,Peak
180,1934,25,490,8.09,22811,Post_peak
181,1934,26,515,8.5,23326,Post_peak
182,1934,27,209,3.45,23535,Post_peak
183,1934,28,243,4.01,23778,Post_peak
184,1934,29,140,2.31,23918,Receding
185,1934,30,55,0.91,23973,Receding
186,1934,31,86,1.42,24059,Receding
187,1934,32,65,1.07,24124,Receding
188,1934,33,45,0.74,24169,Receding
189,1934,34,35,0.58,24204,Receding
190,1934,35,16,0.26,24220,Receding
191,1934,36,22,0.36,24242,Receding
192,1934,37,38,0.63,24280,Receding
193,1934,38,44,0.73,24324,Receding
194,1934,39,47,0.78,24371,Receding
195,1934,40,55,0.91,24426,Receding
196,1934,41,36,0.59,24462,Receding
197,1934,42,144,2.38,24606,Receding
198,1934,43,156,2.57,24762,Receding
199,1934,44,20,0.33,24782,Receding
200,1934,45,152,2.51,24934,Receding
201,1934,46,50,0.83,24984,Receding
202,1934,47,148,2.44,25132,Receding
203,1934,48,111,1.83,25243,Receding
204,1934,49,124,2.05,25367,Receding
205,1934,50,171,2.82,25538,Post_peak
206,1934,51,46,0.76,25584,Receding
207,1934,52,66,1.09,25650,Receding
208,1935,1,85,1.38,85,Initial
209,1935,2,144,2.33,229,Initial
210,1935,3,148,2.4,377,Initial
211,1935,4,239,3.87,616,Initial
212,1935,5,267,4.32,883,Initial
213,1935,6,282,4.57,1165,Pre-peak
214,1935,7,530,8.58,1695,Pre-peak
215,1935,8,601,9.73,2296,Pre-peak
216,1935,9,564,9.13,2860,Pre-peak
217,1935,10,598,9.68,3458,Pre-peak
218,1935,11,885,14.33,4343,Peak
219,1935,12,984,15.94,5327,Peak
220,1935,13,1046,16.94,6373,Peak
221,1935,14,1313,21.26,7686,Peak
222,1935,15,1645,26.64,9331,Peak
223,1935,16,1413,22.88,10744,Peak
224,1935,17,1606,26.01,12350,Peak
225,1935,18,1595,25.83,13945,Peak
226,1935,19,1682,27.24,15627,Peak
227,1935,20,1714,27.76,17341,Peak
228,1935,21,1612,26.11,18953,Peak
229,1935,22,1281,20.74,20234,Peak
230,1935,23,1451,23.5,21685,Peak
231,1935,24,1097,17.77,22782,Peak
232,1935,25,928,15.03,23710,Peak
233,1935,26,665,10.77,24375,Post_peak
234,1935,27,477,7.72,24852,Post_peak
235,1935,28,418,6.77,25270,Post_peak
236,1935,29,294,4.76,25564,Post_peak
237,1935,30,223,3.61,25787,Post_peak
238,1935,31,148,2.4,25935,Receding
239,1935,32,99,1.6,26034,Receding
240,1935,33,100,1.62,26134,Receding
241,1935,34,87,1.41,26221,Receding
242,1935,35,82,1.33,26303,Receding
243,1935,36,73,1.18,26376,Receding
244,1935,37,60,0.97,26436,Receding
245,1935,38,77,1.25,26513,Receding
246,1935,39,87,1.41,26600,Receding
247,1935,40,71,1.15,26671,Receding
248,1935,41,123,1.99,26794,Receding
249,1935,42,116,1.88,26910,Receding
250,1935,43,137,2.22,27047,Receding
251,1935,44,114,1.85,27161,Receding
252,1935,45,154,2.49,27315,Receding
253,1935,46,140,2.27,27455,Receding
254,1935,47,204,3.3,27659,Post_peak
255,1935,48,127,2.06,27786,Receding
256,1935,49,241,3.9,28027,Post_peak
257,1935,50,253,4.1,28280,Post_peak
258,1935,51,302,4.89,28582,Post_peak
259,1935,52,217,3.51,28799,Post_peak
260,1936,1,422,6.66,422,Initial
261,1936,2,733,11.56,1155,Pre-peak
262,1936,3,933,14.71,2088,Pre-peak
263,1936,4,987,15.57,3075,Pre-peak
264,1936,5,1228,19.37,4303,Pre-peak
265,1936,6,1336,21.07,5639,Pre-peak
266,1936,7,1529,24.11,7168,Peak
267,1936,8,1814,28.61,8982,Peak
268,1936,9,1890,29.81,10872,Peak
269,1936,10,2729,43.04,13601,Peak
270,1936,11,2676,42.2,16277,Peak
271,1936,12,1985,31.3,18262,Peak
272,1936,13,2597,40.96,20859,Peak
273,1936,14,2640,41.63,23499,Peak
274,1936,15,2342,36.93,25841,Peak
275,1936,16,2692,42.45,28533,Peak
276,1936,17,2841,44.8,31374,Peak
277,1936,18,2217,34.96,33591,Peak
278,1936,19,1914,30.18,35505,Peak
279,1936,20,1908,30.09,37413,Peak
280,1936,21,2096,33.05,39509,Peak
281,1936,22,1567,24.71,41076,Peak
282,1936,23,1603,25.28,42679,Peak
283,1936,24,1135,17.9,43814,Post_peak
284,1936,25,1107,17.46,44921,Post_peak
285,1936,26,1201,18.94,46122,Post_peak
286,1936,27,1467,23.14,47589,Peak
287,1936,28,323,5.09,47912,Post_peak
288,1936,29,296,4.67,48208,Post_peak
289,1936,30,155,2.44,48363,Receding
290,1936,31,91,1.44,48454,Receding
291,1936,32,67,1.06,48521,Receding
292,1936,33,55,0.87,48576,Receding
293,1936,34,49,0.77,48625,Receding
294,1936,35,43,0.68,48668,Receding
295,1936,36,18,0.28,48686,Receding
296,1936,37,18,0.28,48704,Receding
297,1936,38,40,0.63,48744,Receding
298,1936,39,32,0.5,48776,Receding
299,1936,40,30,0.47,48806,Receding
300,1936,41,17,0.27,48823,Receding
301,1936,42,16,0.25,48839,Receding
302,1936,43,46,0.73,48885,Receding
303,1936,44,24,0.38,48909,Receding
304,1936,45,22,0.35,48931,Receding
305,1936,46,19,0.3,48950,Receding
306,1936,47,34,0.54,48984,Receding
307,1936,48,26,0.41,49010,Receding
308,1936,49,27,0.43,49037,Receding
309,1936,50,13,0.21,49050,Receding
310,1938,1,43,0.65,43,Initial
311,1938,2,116,1.74,159,Initial
312,1938,3,110,1.65,269,Initial
313,1938,4,174,2.61,443,Initial
314,1938,5,311,4.67,754,Initial
315,1938,6,185,2.78,939,Initial
316,1938,7,205,3.08,1144,Pre-peak
317,1938,8,252,3.79,1396,Pre-peak
318,1938,9,398,5.98,1794,Pre-peak
319,1938,10,348,5.23,2142,Pre-peak
320,1938,11,609,9.15,2751,Peak
321,1938,12,541,8.13,3292,Peak
322,1938,13,686,10.31,3978,Peak
323,1938,14,616,9.25,4594,Peak
324,1938,15,541,8.13,5135,Peak
325,1938,16,685,10.29,5820,Peak
326,1938,17,812,12.2,6632,Peak
327,1938,18,686,10.31,7318,Peak
328,1938,19,640,9.62,7958,Peak
329,1938,20,978,14.69,8936,Peak
330,1938,21,564,8.47,9500,Peak
331,1938,22,624,9.38,10124,Peak
332,1938,23,871,13.09,10995,Peak
333,1938,24,1017,15.28,12012,Peak
334,1938,25,433,6.51,12445,Post_peak
335,1938,26,97,1.46,12542,Receding
336,1938,27,394,5.92,12936,Post_peak
337,1938,28,223,3.34,13159,Post_peak
338,1938,29,162,2.43,13321,Post_peak
339,1938,30,156,2.34,13477,Post_peak
340,1938,31,105,1.57,13582,Post_peak
341,1938,32,78,1.17,13660,Receding
342,1938,33,84,1.25,13744,Receding
343,1938,34,84,1.26,13828,Receding
344,1938,35,49,0.74,13877,Receding
345,1938,36,49,0.73,13926,Receding
346,1938,37,145,2.18,14071,Post_peak
347,1938,38,167,2.51,14238,Post_peak
348,1938,39,130,1.95,14368,Post_peak
349,1938,40,93,1.4,14461,Receding
350,1938,41,173,2.6,14634,Post_peak
351,1938,42,122,1.83,14756,Post_peak
352,1938,43,158,2.37,14914,Post_peak
353,1938,44,275,4.13,15189,Post_peak
354,1938,45,209,3.14,15398,Post_peak
355,1938,46,248,3.73,15646,Post_peak
356,1938,47,203,3.05,15849,Post_peak
357,1938,48,298,4.47,16147,Post_peak
358,1938,49,450,6.76,16597,Post_peak
359,1938,50,500,7.51,17097,Post_peak
360,1938,51,595,8.94,17692,Peak
361,1938,52,835,12.55,18527,Peak
362,1939,1,545,8.03,545,Initial
363,1939,2,1189,17.52,1734,Pre-peak
364,1939,3,937,13.8,2671,Pre-peak
365,1939,4,1660,24.47,4331,Pre-peak
366,1939,5,1954,28.8,6285,Pre-peak
367,1939,6,2261,33.32,8546,Peak
368,1939,7,2534,37.35,11080,Peak
369,1939,8,3047,44.91,14127,Peak
370,1939,9,3845,56.67,17972,Peak
371,1939,10,3504,51.64,21476,Peak
372,1939,11,4248,62.61,25724,Peak
373,1939,12,4513,66.51,30237,Peak
374,1939,13,4154,61.22,34391,Peak
375,1939,14,2632,38.79,37023,Peak
376,1939,15,3482,51.32,40505,Peak
377,1939,16,3364,49.58,43869,Peak
378,1939,17,1603,23.62,45472,Post_peak
379,1939,18,1680,24.75,47152,Post_peak
380,1939,19,1427,21.02,48579,Post_peak
381,1939,20,1746,25.73,50325,Post_peak
382,1939,21,2285,33.68,52610,Peak
383,1939,22,1355,19.96,53965,Post_peak
384,1939,23,1936,28.53,55901,Post_peak
385,1939,24,1236,18.22,57137,Post_peak
386,1939,25,1038,15.3,58175,Post_peak
387,1939,26,787,11.6,58962,Post_peak
388,1939,27,481,7.09,59443,Post_peak
389,1939,28,479,7.06,59922,Post_peak
390,1939,29,315,4.64,60237,Receding
391,1939,30,177,2.61,60414,Receding
392,1939,31,177,2.61,60591,Receding
393,1939,32,93,1.37,60684,Receding
394,1939,33,97,1.43,60781,Receding
395,1939,34,49,0.72,60830,Receding
396,1939,35,53,0.78,60883,Receding
397,1939,36,21,0.31,60904,Receding
398,1939,37,38,0.56,60942,Receding
399,1939,38,44,0.65,60986,Receding
400,1939,39,101,1.49,61087,Receding
401,1939,40,123,1.81,61210,Receding
402,1939,42,105,1.55,61315,Receding
403,1939,43,167,2.46,61482,Receding
404,1939,44,149,2.2,61631,Receding
405,1939,45,111,1.64,61742,Receding
406,1939,46,133,1.96,61875,Receding
407,1939,47,149,2.2,62024,Receding
408,1939,48,349,5.14,62373,Receding
409,1939,49,503,7.41,62876,Post_peak
410,1939,50,525,7.73,63401,Post_peak
411,1939,51,190,2.8,63591,Receding
412,1939,52,157,2.31,63748,Receding
413,1940,1,90,1.29,90,Initial
414,1940,2,326,4.69,416,Initial
415,1940,3,246,3.54,662,Initial
416,1940,4,1207,17.37,1869,Peak
417,1940,5,1191,17.14,3060,Pre-peak
418,1940,6,1347,19.38,4407,Peak
419,1940,7,1454,20.92,5861,Peak
420,1940,8,408,5.87,6269,Pre-peak
421,1940,9,462,6.65,6731,Pre-peak
422,1940,10,417,6,7148,Pre-peak
423,1940,11,2391,34.4,9539,Peak
424,1940,12,2387,34.34,11926,Peak
425,1940,13,2299,33.08,14225,Peak
426,1940,14,1492,21.47,15717,Peak
427,1940,15,1969,28.32,17686,Peak
428,1940,16,1934,27.83,19620,Peak
429,1940,17,1395,20.07,21015,Peak
430,1940,19,373,5.37,21388,Post_peak
431,1940,20,420,6.04,21808,Post_peak
432,1940,21,272,3.91,22080,Post_peak
433,1940,22,354,5.09,22434,Post_peak
434,1940,23,491,7.06,22925,Post_peak
435,1940,24,260,3.74,23185,Post_peak
436,1940,25,606,8.72,23791,Post_peak
437,1940,26,496,7.13,24287,Post_peak
438,1940,27,309,4.44,24596,Post_peak
439,1940,28,304,4.37,24900,Post_peak
440,1940,29,203,2.92,25103,Receding
441,1940,30,88,1.27,25191,Receding
442,1940,31,130,1.86,25321,Receding
443,1940,32,88,1.26,25409,Receding
444,1940,34,40,0.58,25449,Receding
445,1940,35,40,0.57,25489,Receding
446,1940,36,23,0.33,25512,Receding
447,1940,37,42,0.6,25554,Receding
448,1940,39,47,0.68,25601,Receding
449,1940,40,35,0.5,25636,Receding
450,1940,41,57,0.82,25693,Receding
451,1940,42,48,0.69,25741,Receding
452,1940,43,73,1.05,25814,Receding
453,1940,44,25,0.36,25839,Receding
454,1940,45,21,0.3,25860,Receding
455,1940,46,27,0.39,25887,Receding
456,1940,47,63,0.91,25950,Receding
457,1940,48,51,0.73,26001,Receding
458,1940,49,84,1.21,26085,Receding
459,1940,50,44,0.63,26129,Receding
460,1940,52,38,0.55,26167,Receding
461,1942,1,1495,19.33,1495,Pre-peak
462,1942,2,1135,14.67,2630,Pre-peak
463,1942,3,1621,20.96,4251,Pre-peak
464,1942,4,863,11.16,5114,Pre-peak
465,1942,5,2501,32.33,7615,Pre-peak
466,1942,6,2317,29.95,9932,Pre-peak
467,1942,7,3161,40.87,13093,Pre-peak
468,1942,8,2931,37.89,16024,Pre-peak
469,1942,10,4867,62.92,20891,Peak
470,1942,11,5148,66.55,26039,Peak
471,1942,12,6343,82,32382,Peak
472,1942,13,5470,70.72,37852,Peak
473,1942,14,190,2.46,38042,Pre-peak
474,1942,15,6930,89.59,44972,Peak
475,1942,16,6074,78.53,51046,Peak
476,1942,17,6524,84.34,57570,Peak
477,1942,18,5724,74,63294,Peak
478,1942,19,4988,64.49,68282,Peak
479,1942,20,5359,69.28,73641,Peak
480,1942,21,2849,36.83,76490,Post_peak
481,1942,22,4202,54.32,80692,Peak
482,1942,23,3367,43.53,84059,Post_peak
483,1942,24,3648,47.16,87707,Peak
484,1942,25,1968,25.44,89675,Post_peak
485,1942,26,1110,14.35,90785,Post_peak
486,1942,27,856,11.07,91641,Post_peak
487,1942,28,512,6.62,92153,Receding
488,1942,29,442,5.71,92595,Receding
489,1942,30,292,3.78,92887,Receding
490,1942,31,164,2.12,93051,Receding
491,1942,32,133,1.72,93184,Receding
